Model,Brand,Variant,Manufacturing_year,Driven_km,Fuel_type,Transmission,Selling_Price,location
['X1'],['BMW'],sDrive 20d xLine,2017,35000,Diesel,Automatic,28.65,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX,2017,51192,Diesel,Manual,12.75,Bangalore
['Seltos'],['Kia'],GTX Plus DCT,2021,6400,Petrol,Automatic,19.45,Bangalore
['Ecosport'],['Ford'],1.5 Diesel Titanium BSIV,2015,83378,Diesel,Manual,6.75,Bangalore
['i10'],['Hyundai'],Asta,2011,94393,Petrol,Manual,3.55,Bangalore
['i10'],['Hyundai'],Sportz AT,2011,63911,Petrol,Automatic,3.69,Bangalore
"['Alto', 'K10']",['Maruti'],VXI,2016,14378,Petrol,Manual,3.49,Bangalore
"['Alto', 'K10']",['Maruti'],VXI AMT,2015,5876,Petrol,Automatic,3.99,Bangalore
"['Corolla', 'Altis']",['Toyota'],G,2008,119849,Petrol,Manual,4.35,Bangalore
['XUV500'],['Mahindra'],AT W10 AWD,2017,88977,Diesel,Automatic,14.85,Bangalore
"['Grand', 'i10']",['Hyundai'],Magna 1.2,2010,62053,Petrol,Manual,3.05,Bangalore
"['Santro', 'Xing']",['Hyundai'],GL,2010,68730,Petrol,Manual,2.39,Bangalore
['XUV500'],['Mahindra'],W8 2WD,2012,98744,Diesel,Manual,8.35,Bangalore
['Ciaz'],['Maruti'],Alpha BSIV,2018,12000,Petrol,Manual,9.75,Bangalore
['Celerio'],['Maruti'],VXI AT,2014,49000,Petrol,Automatic,4.25,Bangalore
['Figo'],['Ford'],Petrol Titanium,2013,59000,Petrol,Manual,3.5,Bangalore
['Endeavour'],['Ford'],Titanium Plus 4X4,2019,33000,Diesel,Automatic,35.5,Bangalore
['Polo'],['Volkswagen'],Diesel Trendline 1.2L,2011,97000,Diesel,Manual,4,Bangalore
['Figo'],['Ford'],Diesel Titanium,2011,64000,Diesel,Manual,3.35,Bangalore
['i20'],['Hyundai'],Asta 1.2,2013,82500,Petrol,Manual,4.85,Bangalore
['Beat'],['Chevrolet'],Diesel LT,2012,78000,Diesel,Manual,2.85,Bangalore
['City'],['Honda'],1.5 S MT,2010,94200,Petrol,Manual,4.1,Bangalore
"['Santro', 'Xing']",['Hyundai'],GLS,2011,39400,Petrol,Manual,2.95,Bangalore
['Amaze'],['Honda'],EX i-Dtech,2015,47200,Diesel,Manual,4.65,Bangalore
['GO'],['Datsun'],T BSIV,2014,50000,Petrol,Manual,2.95,Bangalore
['Pajero'],['Mitsubishi'],Sport 4X2 AT,2015,95500,Diesel,Automatic,13.95,Bangalore
"['Santro', 'Xing']",['Hyundai'],GL Plus,2013,82000,Petrol,Manual,3.1,Bangalore
['KWID'],['Renault'],AMT,2018,6500,Petrol,Automatic,4.49,Bangalore
['Manza'],['Tata'],ELAN Quadrajet BS IV,2012,82800,Diesel,Manual,3.45,Bangalore
['i10'],['Hyundai'],Sportz,2013,46200,Petrol,Manual,3.65,Bangalore
['Accent'],['Hyundai'],GLE 1,2008,62000,Petrol,Manual,2.1,Bangalore
['i20'],['Hyundai'],Sportz AT 1.4,2014,62800,Petrol,Automatic,5.35,Bangalore
['Corolla'],['Toyota'],H4,2008,113000,Petrol,Automatic,2.85,Bangalore
['WR-V'],['Honda'],i-VTEC VX,2017,43622,Petrol,Manual,7.5,Bangalore
"['Santro', 'Xing']",['Hyundai'],GLS,2009,40000,Petrol,Manual,2.5,Bangalore
"['Swift', 'Dzire']",['Maruti'],VXi,2011,36289,Petrol,Manual,3.75,Bangalore
['EON'],['Hyundai'],Sportz,2013,75889,Petrol,Manual,3.1,Bangalore
['KWID'],['Renault'],AMT,2018,6500,Petrol,Automatic,4.49,Bangalore
['Manza'],['Tata'],ELAN Quadrajet BS IV,2012,82800,Diesel,Manual,3.45,Bangalore
['i10'],['Hyundai'],Sportz,2013,46200,Petrol,Manual,3.65,Bangalore
['Accent'],['Hyundai'],GLE 1,2008,62000,Petrol,Manual,2.1,Bangalore
['i20'],['Hyundai'],Sportz AT 1.4,2014,62800,Petrol,Automatic,5.35,Bangalore
['Corolla'],['Toyota'],H4,2008,113000,Petrol,Automatic,2.85,Bangalore
['WR-V'],['Honda'],i-VTEC VX,2017,43622,Petrol,Manual,7.5,Bangalore
['Tiguan'],['Volkswagen'],2.0 TDI Highline,2018,54709,Diesel,Automatic,28,Bangalore
['Rapid'],['Skoda'],1.5 TDI AT Style BSIV,2018,90098,Diesel,Automatic,9.5,Bangalore
['Jazz'],['Honda'],1.2 V i VTEC,2015,50134,Petrol,Manual,5.45,Bangalore
['Ignis'],['Maruti'],1.2 Delta BSIV,2019,28536,Petrol,Manual,5.9,Bangalore
['Rapid'],['Skoda'],1.6 MPI Ambition BSIV,2018,56679,Petrol,Manual,8.2,Bangalore
['XF'],['Jaguar'],3.0 Litre S Premium Luxury,2014,91098,Diesel,Automatic,28,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.4 VX MT,2017,46004,Diesel,Manual,16,Bangalore
['Swift'],['Maruti'],VXI,2013,68700,Petrol,Manual,4.75,Bangalore
['i20'],['Hyundai'],Petrol Asta Dual Tone,2018,24570,Petrol,Manual,8.25,Bangalore
"['Wagon', 'R']",['Maruti'],LXI,2006,67375,Petrol,Manual,2.15,Bangalore
['Jazz'],['Honda'],VX,2016,52062,Petrol,Manual,6.75,Bangalore
['XUV500'],['Mahindra'],AT W10 FWD,2018,69285,Diesel,Automatic,16,Bangalore
"['Grand', 'i10']",['Hyundai'],Asta Option AT,2016,39858,Petrol,Automatic,6,Bangalore
['X1'],['BMW'],sDrive 20d xLine,2017,35000,Diesel,Automatic,28.65,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX,2017,51192,Diesel,Manual,12.75,Bangalore
['Seltos'],['Kia'],GTX Plus DCT,2021,6400,Petrol,Automatic,19.45,Bangalore
['Ecosport'],['Ford'],1.5 Diesel Titanium BSIV,2015,83378,Diesel,Manual,6.75,Bangalore
['XL6'],['Maruti'],Alpha,2019,32000,Petrol,Manual,10.5,Bangalore
['Yeti'],['Skoda'],Ambiente,2011,125000,Diesel,Manual,4.35,Bangalore
['Tiguan'],['Volkswagen'],2.0 TDI Highline,2018,54709,Diesel,Automatic,28,Bangalore
['Rapid'],['Skoda'],1.5 TDI AT Style BSIV,2018,90098,Diesel,Automatic,9.5,Bangalore
['Jazz'],['Honda'],1.2 V i VTEC,2015,50134,Petrol,Manual,5.45,Bangalore
['Ignis'],['Maruti'],1.2 Delta BSIV,2019,28536,Petrol,Manual,5.9,Bangalore
['Rapid'],['Skoda'],1.6 MPI Ambition BSIV,2018,56679,Petrol,Manual,8.2,Bangalore
['XF'],['Jaguar'],3.0 Litre S Premium Luxury,2014,91098,Diesel,Automatic,28,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.4 VX MT,2017,46004,Diesel,Manual,16,Bangalore
['Elantra'],['Hyundai'],GT,2006,69000,Petrol,Manual,2.25,Bangalore
['Fortuner'],['Toyota'],2.8 4WD AT,2018,9782,Diesel,Automatic,37.5,Bangalore
['City'],['Honda'],i-VTEC CVT ZX,2017,52000,Petrol,Automatic,10.6,Bangalore
['Endeavour'],['Ford'],2.2 Titanium AT 4X2 Sunroof,2018,25000,Diesel,Automatic,28.5,Bangalore
['EON'],['Hyundai'],Era Plus,2015,55000,Petrol,Manual,3.25,Bangalore
['Xylo'],['Mahindra'],D2 BS III,2014,87000,Diesel,Manual,4.45,Bangalore
['Celerio'],['Maruti'],VXI AT,2014,27000,Petrol,Automatic,4.23,Bangalore
['XUV500'],['Mahindra'],W11 AT BSIV,2018,36000,Diesel,Automatic,17.73,Bangalore
"['5', 'Series']",['BMW'],523i,2011,70000,Petrol,Automatic,12.5,Bangalore
"['Santro', 'Xing']",['Hyundai'],XL,2005,41000,Petrol,Manual,2.23,Bangalore
['Civic'],['Honda'],1.8 V AT,2009,90000,Petrol,Automatic,3.6,Bangalore
['Micra'],['Nissan'],XL,2014,51000,Petrol,Manual,3.35,Bangalore
['Marazzo'],['Mahindra'],M6,2019,22000,Diesel,Manual,11.95,Bangalore
['Figo'],['Ford'],Diesel ZXI,2012,79000,Diesel,Manual,3.5,Bangalore
['Endeavour'],['Ford'],4x2 XLT,2006,139121,Diesel,Manual,5.48,Bangalore
['i20'],['Hyundai'],Asta Option 1.2,2017,35000,Petrol,Manual,7.7,Bangalore
['Brio'],['Honda'],S MT,2014,49000,Petrol,Manual,4.5,Bangalore
['Swift'],['Maruti'],AMT ZDI,2018,62000,Diesel,Automatic,7.73,Bangalore
['GL-Class'],['Mercedes-Benz'],350 CDI Luxury,2012,148902,Diesel,Automatic,23.5,Bangalore
['Baleno'],['Maruti'],1.2 CVT Zeta,2017,33000,Petrol,Automatic,7.23,Bangalore
"['Swift', 'Dzire']",['Maruti'],VXi,2008,67000,Petrol,Manual,3.6,Bangalore
['Seltos'],['Kia'],GTX DCT,2019,17000,Petrol,Automatic,17.75,Bangalore
['Verna'],['Hyundai'],CRDi SX,2008,71000,Diesel,Manual,3.65,Bangalore
"['Santro', 'Xing']",['Hyundai'],GLS,2007,92000,Petrol,Manual,2.45,Bangalore
"['New', 'Safari']",['Tata'],Dicor VX 4X2,2011,76000,Diesel,Manual,5.83,Bangalore
['XUV500'],['Mahindra'],W4,2014,51000,Diesel,Manual,8.48,Bangalore
['Verna'],['Hyundai'],VTVT 1.6 SX,2018,19652,Petrol,Manual,9.25,Bangalore
['Scala'],['Renault'],Diesel RxL,2015,58000,Diesel,Manual,5.25,Bangalore
"['3', 'Series']",['BMW'],320d GT Luxury Line,2015,75000,Diesel,Automatic,24.5,Bangalore
['Octavia'],['Skoda'],Elegance 2.0 TDI AT,2015,110200,Diesel,Automatic,12.15,Bangalore
['CR-V'],['Honda'],2.4L 4WD AT,2013,93000,Petrol,Automatic,12.75,Bangalore
['Swift'],['Maruti'],VXI,2013,68700,Petrol,Manual,4.75,Bangalore
['i20'],['Hyundai'],Petrol Asta Dual Tone,2018,24570,Petrol,Manual,8.25,Bangalore
"['Wagon', 'R']",['Maruti'],LXI,2006,67375,Petrol,Manual,2.15,Bangalore
['Jazz'],['Honda'],VX,2016,52062,Petrol,Manual,6.75,Bangalore
['XUV500'],['Mahindra'],AT W10 FWD,2018,69285,Diesel,Automatic,16,Bangalore
"['Grand', 'i10']",['Hyundai'],Asta Option AT,2016,39858,Petrol,Automatic,6,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX Option,2017,75274,Diesel,Manual,12.75,Bangalore
['Ritz'],['Maruti'],VDi,2011,73094,Diesel,Manual,3.65,Bangalore
['Scorpio'],['Mahindra'],SLX 2.6 Turbo 8 Str,2006,123000,Diesel,Manual,3.4,Bangalore
['SX4'],['Maruti'],Zxi BSIII,2010,78245,Petrol,Manual,3.75,Bangalore
['Vento'],['Volkswagen'],1.5 TDI Highline,2015,126821,Diesel,Manual,6.35,Bangalore
"['3', 'Series']",['BMW'],320d,2012,82761,Diesel,Automatic,13.5,Bangalore
"['Grand', 'i10']",['Hyundai'],Sportz 1.2,2010,85215,Petrol,Manual,3.5,Bangalore
['Nano'],['Tata'],Twist XT,2014,87644,Petrol,Manual,1.85,Bangalore
['Getz'],['Hyundai'],1.5 CRDi GVS,2008,94455,Diesel,Manual,2.75,Bangalore
['City'],['Honda'],EXi,2008,69141,Petrol,Manual,2.85,Bangalore
['Baleno'],['Maruti'],1.2 CVT Zeta,2017,33000,Petrol,Automatic,7.23,Bangalore
"['Swift', 'Dzire']",['Maruti'],VXi,2008,67000,Petrol,Manual,3.6,Bangalore
['Seltos'],['Kia'],GTX DCT,2019,17000,Petrol,Automatic,17.75,Bangalore
['Verna'],['Hyundai'],CRDi SX,2008,71000,Diesel,Manual,3.65,Bangalore
"['Santro', 'Xing']",['Hyundai'],GLS,2007,92000,Petrol,Manual,2.45,Bangalore
"['New', 'Safari']",['Tata'],Dicor VX 4X2,2011,76000,Diesel,Manual,5.83,Bangalore
['XUV500'],['Mahindra'],W4,2014,51000,Diesel,Manual,8.48,Bangalore
['XUV500'],['Mahindra'],W6 1.99 mHawk,2015,52500,Diesel,Manual,9.9,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.8 GX AT 8S BSIV,2016,110064,Diesel,Automatic,16,Bangalore
"['5', 'Series']",['BMW'],520d Sedan,2011,65000,Diesel,Automatic,19,Bangalore
['i20'],['Hyundai'],Magna,2009,71000,Petrol,Manual,2.85,Bangalore
['Civic'],['Honda'],1.8 V AT,2011,71677,Petrol,Automatic,5.65,Bangalore
['XUV500'],['Mahindra'],W10 2WD,2015,88000,Diesel,Manual,10.75,Bangalore
['Scorpio'],['Mahindra'],2.6 CRDe SLE,2012,85000,Diesel,Manual,5.95,Bangalore
['Innova'],['Toyota'],2.5 VX 7 STR,2012,150000,Diesel,Manual,7.25,Bangalore
['Duster'],['Renault'],RXS 85PS BSIV,2019,13000,Diesel,Manual,11.19,Bangalore
['Fluence'],['Renault'],2,2012,85000,Petrol,Automatic,3.95,Bangalore
"['Santa', 'Fe']",['Hyundai'],4X4,2013,72851,Diesel,Manual,12.25,Bangalore
"['Rover', 'Range', 'Rover', 'Evoque']",['Land'],2.0 TD4 HSE Dynamic,2017,37000,Diesel,Automatic,45,Bangalore
['CLA'],['Mercedes-Benz'],200 CDI Sport,2017,51000,Diesel,Automatic,27.5,Bangalore
['Brio'],['Honda'],S MT,2014,49000,Petrol,Manual,4.25,Bangalore
['Verna'],['Hyundai'],1.6 SX,2011,84000,Diesel,Manual,5.15,Bangalore
"['New', 'C-Class']",['Mercedes-Benz'],C 220 CDI Avantgarde,2016,100000,Diesel,Automatic,24.74,Bangalore
['i20'],['Hyundai'],1.2 Magna,2010,91000,Petrol,Manual,3.75,Bangalore
"['Grand', 'i10']",['Hyundai'],Sportz,2019,29000,Petrol,Manual,6.5,Bangalore
['i20'],['Hyundai'],1.2 Asta,2019,12000,Petrol,Manual,8.2,Bangalore
['XF'],['Jaguar'],3.0 Litre S Premium Luxury,2012,110000,Diesel,Automatic,21.5,Bangalore
['Polo'],['Volkswagen'],1.2 MPI Comfortline,2017,55000,Petrol,Manual,6.75,Bangalore
['Q7'],['Audi'],3.0 TDI quattro,2013,100000,Diesel,Automatic,24.75,Bangalore
['Innova'],['Toyota'],2.5 VX (Diesel) 8 Seater,2014,94000,Diesel,Manual,13.95,Bangalore
['i20'],['Hyundai'],Asta (o) 1.4 CRDi (Diesel),2012,75000,Diesel,Manual,4.7,Bangalore
"['Rover', 'Discovery', 'Sport']",['Land'],TD4 SE 7S,2019,39000,Diesel,Automatic,56,Bangalore
"['Grand', 'i10']",['Hyundai'],1.2 CRDi Sportz,2017,68000,Diesel,Manual,5.75,Bangalore
['XUV500'],['Mahindra'],W8 2WD,2015,126000,Diesel,Manual,11.25,Bangalore
['Swift'],['Maruti'],ZXI,2016,30000,Petrol,Manual,6.1,Bangalore
['Rapid'],['Skoda'],1.5 TDI Elegance,2016,64000,Diesel,Manual,7.35,Bangalore
"['Grand', 'i10']",['Hyundai'],Sportz,2015,45000,Petrol,Manual,5.25,Bangalore
"['New', 'C-Class']",['Mercedes-Benz'],220 CDI AT,2013,90000,Diesel,Automatic,15.75,Bangalore
['Q3'],['Audi'],35 TDI Quattro Premium,2014,67000,Diesel,Automatic,21.5,Bangalore
['Rapid'],['Skoda'],1.6 TDI Elegance Plus,2013,45000,Diesel,Manual,5.35,Bangalore
"['3', 'Series']",['BMW'],320d Sedan,2010,130000,Diesel,Automatic,10,Bangalore
['City'],['Honda'],GXi,2005,105000,Petrol,Manual,2.1,Bangalore
"['GLE', 'Class']",['Mercedes-Benz'],350d,2017,40000,Diesel,Automatic,54.75,Bangalore
['Panamera'],['Porsche'],Diesel 250hp,2013,43000,Diesel,Automatic,52,Bangalore
"['New', 'C-Class']",['Mercedes-Benz'],C 220 CDI Elegance AT,2010,78000,Diesel,Automatic,10.5,Bangalore
['Ciaz'],['Maruti'],Alpha Diesel,2019,27000,Diesel,Manual,10.95,Bangalore
['Q3'],['Audi'],35 TDI Quattro Premium Plus,2015,20000,Diesel,Automatic,23.5,Bangalore
['Baleno'],['Maruti'],Alpha,2016,28000,Petrol,Manual,6.5,Bangalore
['Jazz'],['Honda'],S,2011,63000,Petrol,Manual,4.25,Bangalore
['Verna'],['Hyundai'],CRDi ABS,2008,71000,Diesel,Manual,3.45,Bangalore
['i20'],['Hyundai'],Asta Option CVT BSIV,2018,13000,Petrol,Automatic,9.1,Bangalore
"['Rover', 'Range', 'Rover', 'Evoque']",['Land'],2.0 TD4 SE Dynamic,2016,39000,Diesel,Automatic,39.75,Bangalore
"['3', 'Series']",['BMW'],320d Sport Line,2015,50000,Diesel,Automatic,22.5,Bangalore
['Ciaz'],['Maruti'],Alpha AT,2017,17000,Petrol,Automatic,7.75,Bangalore
"['Sail', 'Hatchback']",['Chevrolet'],1.2 LS ABS,2016,12000,Petrol,Manual,4.25,Bangalore
"['Swift', 'Dzire']",['Maruti'],ZDi,2018,28000,Diesel,Manual,7.85,Bangalore
"['Swift', 'Dzire']",['Maruti'],VXi,2011,56000,Petrol,Manual,4.25,Bangalore
"['GLE', 'Class']",['Mercedes-Benz'],350d,2017,69000,Diesel,Automatic,49.5,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX Option,2017,75000,Diesel,Manual,12.9,Bangalore
['Verna'],['Hyundai'],1.6 CRDI,2011,125000,Diesel,Manual,5.45,Bangalore
['Superb'],['Skoda'],Elegance 1.8 TSI AT,2010,106000,Petrol,Automatic,7,Bangalore
['CLA'],['Mercedes-Benz'],200 CDI Style,2015,69000,Diesel,Automatic,21,Bangalore
['Jetta'],['Volkswagen'],1.9 Highline TDI,2009,87000,Diesel,Automatic,4.75,Bangalore
['CLA'],['Mercedes-Benz'],200 CDI Sport,2015,22000,Diesel,Automatic,26,Bangalore
['Jazz'],['Honda'],X,2011,119000,Petrol,Manual,4.1,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.4 VX MT,2017,78000,Diesel,Manual,18,Bangalore
['Polo'],['Volkswagen'],1.5 TDI Highline,2015,95000,Diesel,Manual,6.35,Bangalore
['Brio'],['Honda'],VX AT,2016,50000,Petrol,Automatic,6.3,Bangalore
['Vento'],['Volkswagen'],Sport 1.6 TSI MT,2016,55000,Petrol,Manual,7.1,Bangalore
['Octavia'],['Skoda'],Elegance 2.0 TDI AT,2014,86000,Diesel,Automatic,13.75,Bangalore
['Cedia'],['Mitsubishi'],Select,2012,91000,Petrol,Manual,4.5,Bangalore
['XUV500'],['Mahindra'],W11 Option,2018,51000,Diesel,Manual,17.85,Bangalore
['Celerio'],['Maruti'],VXI AT Optional,2016,56000,Petrol,Automatic,4.65,Bangalore
['Superb'],['Skoda'],LK 1.8 TSI AT,2016,70000,Petrol,Automatic,18,Bangalore
['Figo'],['Ford'],Diesel Titanium,2013,80000,Diesel,Manual,3.75,Bangalore
['Swift'],['Maruti'],VDI BSIV,2017,59000,Diesel,Manual,7,Bangalore
['Innova'],['Toyota'],2.5 V Diesel 7-seater,2008,107000,Diesel,Manual,6.9,Bangalore
['City'],['Honda'],1.5 V MT,2011,80000,Petrol,Manual,4.25,Bangalore
['Xylo'],['Mahindra'],E8 ABS Airbag BSIV,2012,75000,Diesel,Manual,6.1,Bangalore
['A-Star'],['Maruti'],AT Vxi Aktiv,2012,59000,Petrol,Automatic,2.85,Bangalore
['Nano'],['Tata'],Cx BSIII,2011,58804,Petrol,Manual,0.9,Bangalore
['Alto'],['Maruti'],LXi,2009,59992,Petrol,Manual,2.15,Bangalore
['Nano'],['Tata'],Lx BSIV,2013,25758,Petrol,Manual,1.35,Bangalore
"['Grand', 'i10']",['Hyundai'],Sportz,2016,43366,Petrol,Manual,5.05,Bangalore
"['Grand', 'i10']",['Hyundai'],Magna 1.2,2009,30655,Petrol,Manual,2.5,Bangalore
['A-Star'],['Maruti'],AT VXI,2011,60055,Petrol,Automatic,2.25,Bangalore
['Etios'],['Toyota'],G,2011,98127,Petrol,Manual,3.45,Bangalore
['Vento'],['Volkswagen'],Diesel Highline,2011,88701,Diesel,Manual,4.1,Bangalore
['Nano'],['Tata'],Twist XT,2014,14603,Petrol,Manual,2.15,Bangalore
['Ikon'],['Ford'],1.8 SXi,2004,122517,Diesel,Manual,1.2,Bangalore
['Ertiga'],['Maruti'],ZDI,2012,69158,Diesel,Manual,6.49,Bangalore
['Nano'],['Tata'],XT,2016,26967,Petrol,Manual,2.2,Bangalore
['Lodgy'],['Renault'],Stepway 85PS RXL 8S,2016,39796,Diesel,Manual,6.95,Bangalore
['Rapid'],['Skoda'],1.5 TDI AT Ambition BSIV,2016,44449,Diesel,Automatic,8.15,Bangalore
['Fiesta'],['Ford'],1.4 TDCi EXI,2007,71858,Diesel,Manual,1.15,Bangalore
"['Grand', 'i10']",['Hyundai'],1.2 CRDi Magna,2017,44433,Diesel,Manual,6.69,Bangalore
['KWID'],['Renault'],RXL,2016,79449,Petrol,Manual,2.95,Bangalore
['Yaris'],['Toyota'],VX CVT BSIV,2018,23570,Petrol,Automatic,10.49,Bangalore
['CR-V'],['Honda'],2.4L 4WD AT AVN,2013,90000,Petrol,Automatic,12.25,Bangalore
['Superb'],['Skoda'],Style 1.8 TSI MT,2016,59000,Petrol,Manual,21.75,Bangalore
['Octavia'],['Skoda'],Elegance 2.0 TDI AT,2015,110000,Diesel,Automatic,12.1,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX Option,2017,37954,Diesel,Manual,12.95,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.8 ZX AT BSIV,2017,64530,Diesel,Automatic,17.5,Bangalore
['XUV500'],['Mahindra'],W8 2WD,2014,52255,Diesel,Manual,9.15,Bangalore
['CR-V'],['Honda'],2.4 MT,2008,78000,Petrol,Manual,4.45,Bangalore
['Zest'],['Tata'],Revotron 1.2T XMS,2014,83000,Petrol,Manual,4.25,Bangalore
['Yeti'],['Skoda'],Ambition 4WD,2011,90000,Diesel,Manual,5.65,Bangalore
['Cayman'],['Porsche'],S tiptronic,2011,9500,Petrol,Automatic,40,Bangalore
"['Swift', 'Dzire']",['Maruti'],AMT ZDI Plus,2017,56000,Diesel,Automatic,8.4,Bangalore
['i20'],['Hyundai'],Magna Plus,2019,34000,Petrol,Manual,7.2,Bangalore
['Q3'],['Audi'],2.0 TDI Quattro Premium Plus,2014,72000,Diesel,Automatic,17.75,Bangalore
['Vento'],['Volkswagen'],1.5 TDI Highline,2014,88000,Diesel,Manual,6,Bangalore
['A4'],['Audi'],2.0 TDI 177 Bhp Premium Plus,2013,39000,Diesel,Automatic,17,Bangalore
['Ertiga'],['Maruti'],SHVS VDI,2017,40000,Diesel,Manual,9.25,Bangalore
"['Swift', 'Dzire']",['Maruti'],VXi,2012,51190,Petrol,Manual,4.65,Bangalore
"['Alto', 'K10']",['Maruti'],VXI,2015,72530,Petrol,Manual,3.25,Bangalore
['Q3'],['Audi'],35 TDI Quattro Premium Plus,2017,49980,Diesel,Automatic,29.75,Bangalore
['RediGO'],['Datsun'],T,2017,43267,Petrol,Manual,3.35,Bangalore
['Amaze'],['Honda'],SX i-DTEC,2014,148914,Diesel,Manual,4.49,Bangalore
"['i20', 'Active']",['Hyundai'],1.4 SX with AVN,2016,59000,Diesel,Manual,6.75,Bangalore
['Q3'],['Audi'],35 TDI Quattro Premium Plus,2017,49980,Diesel,Automatic,29.75,Bangalore
['RediGO'],['Datsun'],T,2017,43267,Petrol,Manual,3.35,Bangalore
['Amaze'],['Honda'],SX i-DTEC,2014,148914,Diesel,Manual,4.49,Bangalore
"['i20', 'Active']",['Hyundai'],1.4 SX with AVN,2016,59000,Diesel,Manual,6.75,Bangalore
['Swift'],['Maruti'],VXI,2016,24000,Petrol,Manual,6.25,Bangalore
['Duster'],['Renault'],110PS Diesel RxZ AMT,2018,37000,Diesel,Automatic,10.25,Bangalore
['City'],['Honda'],i-VTEC CVT VX,2018,27000,Petrol,Automatic,11.75,Bangalore
"['Grand', 'i10']",['Hyundai'],Asta Option,2016,43000,Petrol,Manual,5.75,Bangalore
['Duster'],['Renault'],110PS Diesel RxZ,2013,74000,Diesel,Manual,6.75,Bangalore
['TT'],['Audi'],Coupe 3.2 quattro S tronic,2011,11000,Petrol,Automatic,28,Bangalore
['Q5'],['Audi'],3.0 TDI,2009,81114,Diesel,Automatic,12,Bangalore
['City'],['Honda'],i VTEC CVT VX,2016,47000,Petrol,Automatic,7.95,Bangalore
['i10'],['Hyundai'],Magna 1.1L,2015,39000,Petrol,Manual,3.9,Bangalore
"['Zen', 'Estilo']",['Maruti'],LXI BS IV,2012,46300,Petrol,Manual,2.95,Bangalore
"['Grand', 'i10']",['Hyundai'],CRDi Asta,2014,59600,Diesel,Manual,4.95,Bangalore
['Sail'],['Chevrolet'],1.2 LS,2013,58800,Petrol,Manual,2.95,Bangalore
['Ritz'],['Maruti'],LXi,2013,42000,Petrol,Manual,4.1,Bangalore
['Amaze'],['Honda'],VX i-Vtech,2014,50800,Petrol,Manual,4.95,Bangalore
"['Santro', 'Xing']",['Hyundai'],XO,2005,49000,Petrol,Manual,1.95,Bangalore
['Getz'],['Hyundai'],GLX,2006,55800,Petrol,Manual,1.95,Bangalore
['Amaze'],['Honda'],VX i-Vtech,2014,50800,Petrol,Manual,4.95,Bangalore
"['Santro', 'Xing']",['Hyundai'],XO,2005,49000,Petrol,Manual,1.95,Bangalore
['Getz'],['Hyundai'],GLX,2006,55800,Petrol,Manual,1.95,Bangalore
['Alto'],['Maruti'],LXi BSIII,2010,41000,Petrol,Manual,2.5,Bangalore
['Polo'],['Volkswagen'],1.2 MPI Highline,2016,34200,Petrol,Manual,6.55,Bangalore
['Spark'],['Chevrolet'],1.0 LS,2008,42000,Petrol,Manual,1.75,Bangalore
['Beat'],['Chevrolet'],LS,2010,68000,Petrol,Manual,2.35,Bangalore
"['Indica', 'Vista']",['Tata'],Terra 1.2 Safire,2009,65000,Petrol,Manual,1.85,Bangalore
['Pajero'],['Mitsubishi'],Sport 4X2 AT,2015,187000,Diesel,Automatic,12.25,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.4 ZX MT,2016,125935,Diesel,Manual,15.45,Bangalore
['Nexon'],['Tata'],XZA Plus DT Roof (O) AMT,2020,6907,Petrol,Automatic,12.75,Bangalore
['Rapid'],['Skoda'],1.6 MPI Style Plus,2016,76261,Petrol,Manual,6.5,Bangalore
['Seltos'],['Kia'],HTX Plus AT D,2020,36179,Diesel,Automatic,18.5,Bangalore
['Rapid'],['Skoda'],1.6 MPI Ambition BSIV,2018,56500,Petrol,Manual,8.7,Bangalore
['Xylo'],['Mahindra'],E8,2012,75360,Diesel,Manual,6,Bangalore
['Polo'],['Volkswagen'],Diesel Trendline 1.2L,2011,75146,Diesel,Manual,4.5,Bangalore
['Scorpio'],['Mahindra'],VLX 2WD BSIV,2011,80223,Diesel,Manual,6.25,Bangalore
['Innova'],['Toyota'],2.5 G (Diesel) 7 Seater BS IV,2014,150800,Diesel,Manual,11,Bangalore
['Brio'],['Honda'],S MT,2013,26063,Petrol,Manual,3.95,Bangalore
['Figo'],['Ford'],Diesel ZXI,2012,72809,Diesel,Manual,3.5,Bangalore
['Fortuner'],['Toyota'],3.0 Diesel,2009,194000,Diesel,Manual,10.85,Bangalore
['Rapid'],['Skoda'],1.5 TDI AT Style BSIV,2018,90098,Diesel,Automatic,9.8,Bangalore
"['Wagon', 'R']",['Maruti'],AMT VXI,2017,18136,Petrol,Automatic,5.25,Bangalore
"['Grand', 'i10']",['Hyundai'],1.2 Kappa Asta,2018,19829,Petrol,Manual,5.68,Bangalore
"['i20', 'Active']",['Hyundai'],1.4 SX,2017,89383,Diesel,Manual,7.85,Bangalore
