Model,Brand,Variant,Manufacturing_year,Driven_km,Fuel_type,Transmission,Selling_Price,location
['Duster'],['Renault'],85PS Diesel RxE,2015,63846,Diesel,Manual,6.5,Bangalore
['Scorpio'],['Mahindra'],VLX SE BSIV,2011,101682,Diesel,Manual,6,Bangalore
['Jazz'],['Honda'],1.2 V AT i VTEC,2017,53150,Petrol,Automatic,7.55,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.4 G MT,2017,72657,Diesel,Manual,17.75,Bangalore
['Beat'],['Chevrolet'],Diesel LT,2012,88941,Diesel,Manual,2.85,Bangalore
['Rapid'],['Skoda'],1.5 TDI AT Elegance,2014,76000,Diesel,Automatic,4.95,Bangalore
['Sail'],['Chevrolet'],LS ABS,2013,83000,Diesel,Manual,2.99,Bangalore
['Enjoy'],['Chevrolet'],Petrol LS 8 Seater,2013,60000,Petrol,Manual,3.75,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX,2017,51000,Diesel,Manual,12.5,Bangalore
"['Grand', 'i10']",['Hyundai'],Asta Option AT,2015,19000,Petrol,Automatic,6.2,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.4 ZX AT,2020,20000,Diesel,Automatic,27,Bangalore
['Ciaz'],['Maruti'],VDI SHVS,2016,23000,Diesel,Manual,7.9,Bangalore
"['Santro', 'Xing']",['Hyundai'],GLS,2011,79000,Petrol,Manual,3,Bangalore
['Ertiga'],['Maruti'],VDI,2015,55000,Diesel,Manual,7.4,Bangalore
['KWID'],['Renault'],1.0 RXT Optional,2017,4700,Petrol,Manual,4.75,Bangalore
['Hexa'],['Tata'],XTA,2019,32000,Diesel,Automatic,15.9,Bangalore
['Rapid'],['Skoda'],1.6 TDI Ambition,2013,69000,Diesel,Manual,4.4,Bangalore
['CR-V'],['Honda'],2.4 MT,2008,78000,Petrol,Manual,4.45,Bangalore
['Zest'],['Tata'],Revotron 1.2T XMS,2014,83000,Petrol,Manual,4.25,Bangalore
['Yeti'],['Skoda'],Ambition 4WD,2011,90000,Diesel,Manual,5.65,Bangalore
['Celerio'],['Maruti'],VXI,2016,39945,Petrol,Manual,4.45,Bangalore
['Polo'],['Volkswagen'],1.2 MPI Comfortline,2015,34601,Petrol,Manual,5.65,Bangalore
"['Zen', 'Estilo']",['Maruti'],VXI BSIV,2011,48566,Petrol,Manual,2.75,Bangalore
['Baleno'],['Maruti'],1.2 Delta,2017,27000,Petrol,Manual,6.25,Bangalore
['Xcent'],['Hyundai'],1.1 CRDi S,2015,84000,Diesel,Manual,4.25,Bangalore
['Rapid'],['Skoda'],1.5 TDI AT Elegance,2014,76000,Diesel,Automatic,4.95,Bangalore
['Sail'],['Chevrolet'],LS ABS,2013,83000,Diesel,Manual,2.99,Bangalore
['Enjoy'],['Chevrolet'],Petrol LS 8 Seater,2013,60000,Petrol,Manual,3.75,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX,2017,51000,Diesel,Manual,12.5,Bangalore
"['Grand', 'i10']",['Hyundai'],Asta Option AT,2015,19000,Petrol,Automatic,6.2,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.4 ZX AT,2020,20000,Diesel,Automatic,27,Bangalore
['Ciaz'],['Maruti'],VDI SHVS,2016,23000,Diesel,Manual,7.9,Bangalore
"['Santro', 'Xing']",['Hyundai'],GLS,2011,79000,Petrol,Manual,3,Bangalore
['Ertiga'],['Maruti'],VDI,2015,55000,Diesel,Manual,7.4,Bangalore
['KWID'],['Renault'],1.0 RXT Optional,2017,4700,Petrol,Manual,4.75,Bangalore
['Innova'],['Toyota'],2.5 V Diesel 7-seater,2007,96873,Diesel,Manual,6.5,Bangalore
['Baleno'],['Maruti'],1.2 CVT Zeta,2018,20580,Petrol,Automatic,7.25,Bangalore
"['Corolla', 'Altis']",['Toyota'],G,2014,52700,Petrol,Manual,9.65,Bangalore
['Innova'],['Toyota'],2.5 GX 7 STR BSIV,2012,100864,Diesel,Manual,9.25,Bangalore
['E-Class'],['Mercedes-Benz'],E250 CDI Avantgarde,2012,26741,Diesel,Automatic,19.75,Bangalore
['Alto'],['Maruti'],LXi,2006,78000,Petrol,Manual,1.83,Bangalore
['Innova'],['Toyota'],2.5 VX (Diesel) 7 Seater,2014,78000,Diesel,Manual,13.95,Bangalore
['Ritz'],['Maruti'],VDi,2014,70000,Diesel,Manual,5.1,Bangalore
['i10'],['Hyundai'],Sportz,2014,30000,Petrol,Manual,4.5,Bangalore
['Sumo'],['Tata'],Gold FX BSIII,2012,99000,Diesel,Manual,3.9,Bangalore
['Ritz'],['Maruti'],ZXi,2015,28000,Petrol,Manual,5.25,Bangalore
['Swift'],['Maruti'],Ldi BSIII,2009,115964,Diesel,Manual,3.45,Bangalore
['Scorpio'],['Mahindra'],SLX 2.6 Turbo 7 Str,2007,147910,Diesel,Manual,3.88,Bangalore
"['Swift', 'Dzire']",['Maruti'],VXI,2013,51000,Petrol,Manual,4.75,Bangalore
"['Grand', 'i10']",['Hyundai'],Asta Option AT,2015,18000,Petrol,Automatic,6.2,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.8 GX AT BSIV,2018,27000,Diesel,Automatic,18.25,Bangalore
['EON'],['Hyundai'],Era Plus,2018,27000,Petrol,Manual,3.85,Bangalore
['XJ'],['Jaguar'],5.0 L V8 Supercharged,2010,35000,Petrol,Automatic,39.95,Bangalore
['Bolero'],['Mahindra'],VLX CRDe,2010,126000,Diesel,Manual,4.5,Bangalore
['Fortuner'],['Toyota'],4x4 MT,2012,89000,Diesel,Manual,13,Bangalore
['Superb'],['Skoda'],Style 1.8 TSI AT,2016,59000,Petrol,Automatic,24,Bangalore
['City'],['Honda'],GXi,2007,111598,Petrol,Manual,2.25,Bangalore
['Brio'],['Honda'],S MT,2012,47000,Petrol,Manual,3.85,Bangalore
['City'],['Honda'],GXi,2008,72000,Petrol,Manual,2.95,Bangalore
['Endeavour'],['Ford'],3.2 Titanium AT 4X4,2017,47612,Diesel,Automatic,29,Bangalore
['X5'],['BMW'],xDrive 30d Expedition,2018,19000,Diesel,Automatic,58,Bangalore
['Venue'],['Hyundai'],SX Opt Diesel,2019,28000,Diesel,Manual,11.65,Bangalore
['Ertiga'],['Maruti'],BSIV ZXI,2016,31282,Petrol,Manual,8,Bangalore
['Amaze'],['Honda'],VX Diesel BSIV,2018,11243,Diesel,Manual,8.5,Bangalore
['Amaze'],['Honda'],VX AT i-Vtech,2019,8064,Petrol,Automatic,8.75,Bangalore
['Civic'],['Honda'],VX BSIV,2019,2853,Petrol,Automatic,20.5,Bangalore
['Amaze'],['Honda'],S Petrol,2015,1965,Petrol,Manual,5.5,Bangalore
['Jazz'],['Honda'],1.2 V i VTEC,2017,45138,Petrol,Manual,6.75,Bangalore
['XUV500'],['Mahindra'],W8 2WD,2017,72545,Diesel,Manual,11.5,Bangalore
['City'],['Honda'],i DTEC SV,2015,70461,Diesel,Manual,6.5,Bangalore
['XUV500'],['Mahindra'],W8 2WD,2014,81342,Diesel,Manual,8.2,Bangalore
['Ciaz'],['Maruti'],Alpha BSIV,2018,15000,Petrol,Manual,9.25,Bangalore
"['Vitara', 'Brezza']",['Maruti'],ZDi Plus,2016,43000,Diesel,Manual,8.75,Bangalore
"['New', 'C-Class']",['Mercedes-Benz'],C 220 CDI Style,2017,47000,Diesel,Automatic,32.48,Bangalore
['KWID'],['Renault'],1.0 RXL,2016,17000,Petrol,Manual,2.75,Bangalore
['i20'],['Hyundai'],1.2 Magna Executive,2018,35000,Petrol,Manual,6.9,Bangalore
['Endeavour'],['Ford'],Titanium Plus 4X2 AT,2021,8000,Diesel,Automatic,37,Bangalore
['i20'],['Hyundai'],1.2 Spotz,2017,13344,Petrol,Manual,6.99,Bangalore
['CR-V'],['Honda'],2.4 MT,2008,71000,Petrol,Manual,5.48,Bangalore
['Brio'],['Honda'],E MT,2012,97267,Petrol,Manual,2.55,Bangalore
['Figo'],['Ford'],Diesel Titanium,2010,42375,Diesel,Manual,3.25,Bangalore
['Celerio'],['Maruti'],VXI AT,2015,36000,Petrol,Automatic,4.15,Bangalore
"['Rover', 'Range', 'Rover', 'Evoque']",['Land'],2.0 TD4 HSE Dynamic,2017,37000,Diesel,Automatic,42.95,Bangalore
"['5', 'Series']",['BMW'],525d Sedan,2010,73300,Diesel,Automatic,16.5,Bangalore
['M-Class'],['Mercedes-Benz'],ML 250 CDI,2015,64000,Diesel,Automatic,33.45,Bangalore
['Alto'],['Maruti'],LXi,2008,55000,Petrol,Manual,1.55,Bangalore
['E-Class'],['Mercedes-Benz'],E250 CDI Launch Edition,2014,82000,Diesel,Automatic,22,Bangalore
"['3', 'Series']",['BMW'],320d Sport Line,2015,64000,Diesel,Automatic,22.75,Bangalore
"['Rover', 'Range', 'Rover']",['Land'],LWB 4.4 SDV8 Vogue SE,2013,54000,Diesel,Automatic,91,Bangalore
"['Grand', 'i10']",['Hyundai'],Asta Option,2017,40000,Petrol,Manual,5.99,Bangalore
['Fortuner'],['Toyota'],2.8 2WD MT,2019,22000,Diesel,Manual,34.5,Bangalore
"['Grand', 'i10']",['Hyundai'],Era 1.1,2009,50000,Petrol,Manual,2.75,Bangalore
['i10'],['Hyundai'],Magna 1.2 iTech SE,2008,75000,Petrol,Manual,2.35,Bangalore
['i10'],['Hyundai'],Sportz,2010,78000,Petrol,Manual,3.1,Bangalore
['Polo'],['Volkswagen'],GT TSI,2017,32000,Petrol,Automatic,8.75,Bangalore
['i20'],['Hyundai'],1.4 CRDi Magna,2012,62859,Diesel,Manual,4.49,Bangalore
"['Ssangyong', 'Rexton']",['Mahindra'],RX7,2013,125000,Diesel,Automatic,10.25,Bangalore
['Ecosport'],['Ford'],1.5 Ti VCT AT Titanium BSIV,2017,35000,Petrol,Automatic,9.45,Bangalore
"['Ssangyong', 'Rexton']",['Mahindra'],RX7,2013,125000,Diesel,Automatic,10.5,Bangalore
['i10'],['Hyundai'],Sportz,2014,44000,Petrol,Manual,4.35,Bangalore
['E-Class'],['Mercedes-Benz'],E250 CDI Elegance,2010,73000,Diesel,Automatic,15,Bangalore
['Superb'],['Skoda'],Elegance 1.8 TSI AT,2013,99000,Petrol,Automatic,11.25,Bangalore
['A6'],['Audi'],35 TDI,2019,12000,Diesel,Automatic,48,Bangalore
['City'],['Honda'],GXi,2008,144800,Petrol,Manual,2.95,Bangalore
['Brio'],['Honda'],VX AT,2014,80000,Petrol,Automatic,5.25,Bangalore
['KWID'],['Renault'],1.0 RXL,2017,58000,Petrol,Manual,3.35,Bangalore
['Q3'],['Audi'],2.0 TDI Quattro Premium Plus,2014,116000,Diesel,Automatic,17.25,Bangalore
['City'],['Honda'],1.5 S MT,2008,77000,Petrol,Manual,3.65,Bangalore
"['Rover', 'Discovery']",['Land'],HSE 3.0 Si6,2018,29000,Petrol,Automatic,74.75,Bangalore
"['7', 'Series']",['BMW'],730Ld Sedan,2010,71000,Diesel,Automatic,19.5,Bangalore
['Figo'],['Ford'],Diesel Titanium,2012,84000,Diesel,Manual,3.85,Bangalore
['Fortuner'],['Toyota'],2.8 2WD MT,2018,88000,Diesel,Manual,31,Bangalore
['i20'],['Hyundai'],1.2 Spotz,2018,67000,Petrol,Manual,7.15,Bangalore
"['Corolla', 'Altis']",['Toyota'],G,2008,50000,Petrol,Manual,4.65,Bangalore
['Creta'],['Hyundai'],1.6 VTVT SX Plus,2017,20000,Petrol,Manual,12.5,Bangalore
['Q5'],['Audi'],30 TDI quattro Premium Plus,2016,75000,Diesel,Automatic,27.5,Bangalore
['Innova'],['Toyota'],2.5 VX (Diesel) 7 Seater BS IV,2012,150000,Diesel,Manual,10.45,Bangalore
['Polo'],['Volkswagen'],Petrol Highline 1.2L,2011,61000,Petrol,Manual,4.25,Bangalore
['Fortuner'],['Toyota'],2.8 2WD MT,2016,111000,Diesel,Manual,20.5,Bangalore
"['KUV', '100']",['Mahindra'],mFALCON D75 K4 Plus 5str,2016,50000,Diesel,Manual,5.45,Bangalore
['Q5'],['Audi'],2.0 TDI Premium Plus,2015,75000,Diesel,Automatic,26.75,Bangalore
"['New', 'C-Class']",['Mercedes-Benz'],C 220 CDI Avantgarde,2015,66000,Diesel,Automatic,28,Bangalore
"['7', 'Series']",['BMW'],730Ld Sedan,2010,50000,Diesel,Automatic,22,Bangalore
"['Wagon', 'R']",['Maruti'],VXI AMT Opt 1.2BSIV,2017,18000,Petrol,Automatic,5.4,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.4 VX MT 8S BSIV,2019,56000,Diesel,Manual,21.75,Bangalore
['Compass'],['Jeep'],2.0 Limited,2017,27000,Diesel,Manual,17.25,Bangalore
['X5'],['BMW'],xDrive 30d,2017,33000,Diesel,Automatic,54.9,Bangalore
['Ecosport'],['Ford'],1.5 Petrol Titanium Plus AT,2018,12000,Petrol,Automatic,10.5,Bangalore
['Creta'],['Hyundai'],1.6 VTVT SX Plus,2015,33247,Petrol,Manual,9.45,Bangalore
['Carnival'],['Kia'],Limousine,2020,14000,Diesel,Automatic,37.5,Bangalore
['Ciaz'],['Maruti'],VXi Plus,2015,32000,Petrol,Manual,5.75,Bangalore
"['GLA', 'Class']",['Mercedes-Benz'],200 d Style,2015,55000,Diesel,Automatic,22,Bangalore
"['New', 'C-Class']",['Mercedes-Benz'],220 CDI AT,2005,87000,Diesel,Automatic,6.7,Bangalore
"['Vitara', 'Brezza']",['Maruti'],VDi Option,2019,30000,Diesel,Manual,9.25,Bangalore
['Duster'],['Renault'],Petrol RXS,2018,20000,Petrol,Manual,9.35,Bangalore
"['3', 'Series']",['BMW'],320d Luxury Line,2015,38000,Diesel,Automatic,23.5,Bangalore
['XUV500'],['Mahindra'],W8 2WD,2012,90000,Diesel,Manual,7.25,Bangalore
['Fortuner'],['Toyota'],2.8 2WD AT,2017,50000,Diesel,Automatic,30,Bangalore
['Innova'],['Toyota'],2.5 GX 8 STR BSIV,2012,80000,Diesel,Manual,10.5,Bangalore
['City'],['Honda'],i DTEC SV,2014,71000,Diesel,Manual,6.9,Bangalore
"['Baleno', 'RS']",['Maruti'],1.0 Petrol,2018,9000,Petrol,Manual,8.35,Bangalore
"['Rover', 'Range', 'Rover', 'Sport']",['Land'],HSE,2016,19000,Diesel,Automatic,92,Bangalore
['E-Class'],['Mercedes-Benz'],E250 CDI Avantgrade,2014,60000,Diesel,Automatic,24.5,Bangalore
['Swift'],['Maruti'],VDI BSIV,2017,19666,Diesel,Manual,7.49,Bangalore
['i20'],['Hyundai'],1.2 Asta,2011,16118,Petrol,Manual,4.59,Bangalore
['EcoSport'],['Ford'],1.5 Ti VCT MT Ambiente,2014,68167,Petrol,Manual,6.75,Bangalore
['Linea'],['Fiat'],Dynamic (Diesel),2013,173698,Diesel,Manual,2.85,Bangalore
['Verna'],['Hyundai'],CRDi,2007,74279,Diesel,Manual,2.95,Bangalore
"['Zen', 'Estilo']",['Maruti'],1.1 VXI ABS BSIII,2007,95432,Petrol,Manual,2,Bangalore
['Accent'],['Hyundai'],GLS,2009,76713,Petrol,Manual,2.29,Bangalore
['Rapid'],['Skoda'],1.5 TDI Active BSIV,2017,48297,Diesel,Manual,7.8,Bangalore
['Xcent'],['Hyundai'],1.2 Kappa S Option,2014,38545,Petrol,Manual,4.49,Bangalore
['Micra'],['Nissan'],XE,2011,79227,Petrol,Manual,2.5,Bangalore
['Swift'],['Maruti'],Vdi BSIII,2009,132479,Diesel,Manual,3.25,Bangalore
['Polo'],['Volkswagen'],Diesel Comfortline 1.2L,2012,84856,Diesel,Manual,3.69,Bangalore
['Ciaz'],['Maruti'],Alpha BSIV,2019,49890,Petrol,Manual,9.75,Bangalore
"['Alto', 'K10']",['Maruti'],LXI,2010,55656,Petrol,Manual,2,Bangalore
['Scala'],['Renault'],Diesel RxL,2015,58000,Diesel,Manual,5.75,Bangalore
['Octavia'],['Skoda'],Elegance 2.0 TDI AT,2014,86400,Diesel,Automatic,12.5,Bangalore
['Superb'],['Skoda'],Elegance 2.0 TDI CR AT,2014,100000,Diesel,Automatic,13.95,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.8 GX AT BSIV,2017,35798,Diesel,Automatic,18.25,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.8 ZX AT BSIV,2018,85874,Diesel,Automatic,19.8,Bangalore
['Beat'],['Chevrolet'],Diesel LS,2012,71000,Diesel,Manual,2.85,Bangalore
['Polo'],['Volkswagen'],1.2 MPI Comfortline,2018,27000,Petrol,Manual,7.19,Bangalore
['Celerio'],['Maruti'],VXI AT,2015,57320,Petrol,Automatic,4.59,Bangalore
['SX4'],['Maruti'],Zxi BSIII,2009,78269,Petrol,Manual,3.45,Bangalore
['Verna'],['Hyundai'],1.6 SX VTVT (O),2012,48409,Petrol,Manual,6.25,Bangalore
['XUV500'],['Mahindra'],AT W10 AWD,2016,56670,Diesel,Automatic,14.35,Bangalore
['EON'],['Hyundai'],Magna,2012,60153,Petrol,Manual,2.65,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX,2019,10893,Diesel,Manual,15.65,Bangalore
['Polo'],['Volkswagen'],1.2 MPI Highline,2017,41421,Petrol,Manual,6.75,Bangalore
"['Santro', 'Xing']",['Hyundai'],XO,2007,83000,Petrol,Manual,2.25,Bangalore
['Swift'],['Maruti'],VDI,2016,80000,Diesel,Manual,6.75,Bangalore
['Ertiga'],['Maruti'],SHVS VDI,2017,60000,Diesel,Manual,8.95,Bangalore
['Celerio'],['Maruti'],VXI AT,2016,34000,Petrol,Automatic,4.75,Bangalore
"['5', 'Series']",['BMW'],520d Luxury Line,2018,110000,Diesel,Automatic,42,Bangalore
['Beat'],['Chevrolet'],Diesel LS,2012,71000,Diesel,Manual,2.85,Bangalore
['Polo'],['Volkswagen'],1.2 MPI Comfortline,2018,27000,Petrol,Manual,7.19,Bangalore
['Celerio'],['Maruti'],VXI AT,2015,57320,Petrol,Automatic,4.59,Bangalore
['SX4'],['Maruti'],Zxi BSIII,2009,78269,Petrol,Manual,3.45,Bangalore
['Verna'],['Hyundai'],1.6 SX VTVT (O),2012,48409,Petrol,Manual,6.25,Bangalore
['XUV500'],['Mahindra'],AT W10 AWD,2016,56670,Diesel,Automatic,14.35,Bangalore
['EON'],['Hyundai'],Magna,2012,60153,Petrol,Manual,2.65,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX,2019,10893,Diesel,Manual,15.65,Bangalore
['Polo'],['Volkswagen'],1.2 MPI Highline,2017,41421,Petrol,Manual,6.75,Bangalore
['Celerio'],['Maruti'],VXI,2017,31244,Petrol,Manual,4.85,Bangalore
['Innova'],['Toyota'],2.5 Z Diesel 7 Seater BS IV,2013,151165,Diesel,Manual,14.24,Bangalore
"['Swift', 'Dzire']",['Maruti'],AMT VDI,2018,54100,Diesel,Automatic,7.74,Bangalore
['Polo'],['Volkswagen'],1.2 MPI Comfortline,2019,31000,Petrol,Manual,7.25,Bangalore
['Fortuner'],['Toyota'],4X2 AT,2013,89000,Petrol,Automatic,17.74,Bangalore
['Ciaz'],['Maruti'],VDi Plus SHVS,2016,58965,Diesel,Manual,7.64,Bangalore
['Creta'],['Hyundai'],1.4 CRDi S,2017,17000,Diesel,Manual,12.5,Bangalore
['XUV500'],['Mahindra'],W8 1.99 mHawk,2015,83339,Diesel,Manual,10.94,Bangalore
['Tiago'],['Tata'],1.2 Revotron XZA,2018,14000,Petrol,Automatic,6.49,Bangalore
['Innova'],['Toyota'],2.5 VX (Diesel) 8 Seater,2014,96000,Diesel,Manual,13.25,Bangalore
['Beat'],['Chevrolet'],Diesel LS,2013,57000,Diesel,Manual,2.75,Bangalore
['GL-Class'],['Mercedes-Benz'],350 CDI Blue Efficiency,2014,77621,Diesel,Automatic,36,Bangalore
['i20'],['Hyundai'],Sportz Plus Dual Tone Diesel,2019,29441,Diesel,Manual,8.25,Bangalore
['Polo'],['Volkswagen'],1.0 TSI Highline Plus,2020,16579,Petrol,Manual,8.85,Bangalore
['i20'],['Hyundai'],Sportz 1.4 CRDi,2013,113558,Diesel,Manual,4.85,Bangalore
['Brio'],['Honda'],VX AT,2016,21525,Petrol,Automatic,6.5,Bangalore
['Fortuner'],['Toyota'],3.0 Diesel,2011,106365,Diesel,Manual,13.5,Bangalore
['Celerio'],['Maruti'],VXI AT,2015,93789,Petrol,Automatic,4.35,Bangalore
['Jetta'],['Volkswagen'],2.0L TDI Highline AT,2015,178773,Diesel,Automatic,9.95,Bangalore
['Quanto'],['Mahindra'],C8,2013,82218,Diesel,Manual,4.95,Bangalore
"['Alto', 'K10']",['Maruti'],2010-2014 VXI,2013,67747,Petrol,Manual,3.25,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX Option,2016,68494,Diesel,Manual,11.25,Bangalore
['CR-V'],['Honda'],RVi AT,2007,83009,Petrol,Automatic,5,Bangalore
['Verna'],['Hyundai'],1.6 VTVT AT SX,2017,30226,Petrol,Automatic,8,Bangalore
['Terrano'],['Nissan'],XV 110 PS,2014,55363,Diesel,Manual,7.25,Bangalore
['Accent'],['Hyundai'],GLE,2007,80157,Petrol,Manual,1.65,Bangalore
"['Ssangyong', 'Rexton']",['Mahindra'],RX7,2013,73000,Diesel,Automatic,8.79,Bangalore
['Accent'],['Hyundai'],Executive,2010,94832,Petrol,Manual,2.45,Bangalore
['City'],['Honda'],GXi,2007,80000,Petrol,Manual,1.99,Bangalore
"['Santro', 'Xing']",['Hyundai'],XO,2007,71000,Petrol,Manual,2.05,Bangalore
['Swift'],['Maruti'],VDI BSIV,2017,45000,Diesel,Manual,6.75,Bangalore
"['Alto', 'K10']",['Maruti'],VXI AMT,2017,19000,Petrol,Automatic,4.4,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX,2018,35000,Diesel,Manual,13.25,Bangalore
['Verna'],['Hyundai'],Xi (Petrol),2007,68000,Petrol,Manual,3.25,Bangalore
"['Grand', 'i10']",['Hyundai'],Asta Option AT,2016,43785,Petrol,Automatic,5.2,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.8 GX AT BSIV,2017,39022,Diesel,Automatic,18,Bangalore
['Seltos'],['Kia'],HTX IVT G,2019,28884,Petrol,Automatic,14.75,Bangalore
"['Grand', 'i10']",['Hyundai'],Sportz Petrol BSIV,2017,40533,Petrol,Manual,5.4,Bangalore
['EON'],['Hyundai'],Magna Plus,2012,46843,Petrol,Manual,2.95,Bangalore
['XUV500'],['Mahindra'],W8 FWD,2013,87190,Diesel,Manual,8.5,Bangalore
['KWID'],['Renault'],RXT,2016,48183,Petrol,Manual,3.5,Bangalore
['RediGO'],['Datsun'],S,2017,12585,Petrol,Manual,3.55,Bangalore
"['Etios', 'Liva']",['Toyota'],V,2015,23566,Petrol,Manual,5.35,Bangalore
['Ciaz'],['Maruti'],VXi Plus,2016,2260,Petrol,Manual,7.65,Bangalore
['Verna'],['Hyundai'],1.6 VTVT SX,2016,35765,Petrol,Manual,7.25,Bangalore
['i20'],['Hyundai'],Sportz 1.2,2015,60000,Petrol,Manual,5.95,Bangalore
['Tiago'],['Tata'],1.2 Revotron XZ,2016,59000,Petrol,Manual,4.65,Bangalore
['Q5'],['Audi'],30 TDI Design Edition,2015,65000,Diesel,Automatic,17.5,Bangalore
['X6'],['BMW'],xDrive30d,2009,80000,Diesel,Automatic,17.5,Bangalore
"['5', 'Series']",['BMW'],520d Luxury Line,2018,110000,Diesel,Automatic,42,Bangalore
['Innova'],['Toyota'],2.5 Z Diesel 7 Seater BS IV,2013,151165,Diesel,Manual,14.24,Bangalore
"['Swift', 'Dzire']",['Maruti'],AMT VDI,2018,54100,Diesel,Automatic,7.74,Bangalore
['Polo'],['Volkswagen'],1.2 MPI Comfortline,2019,31000,Petrol,Manual,7.25,Bangalore
['Fortuner'],['Toyota'],4X2 AT,2013,89000,Petrol,Automatic,17.74,Bangalore
['Ciaz'],['Maruti'],VDi Plus SHVS,2016,58965,Diesel,Manual,7.64,Bangalore
['Creta'],['Hyundai'],1.4 CRDi S,2017,17000,Diesel,Manual,12.5,Bangalore
['XUV500'],['Mahindra'],W8 1.99 mHawk,2015,83339,Diesel,Manual,10.94,Bangalore
['Tiago'],['Tata'],1.2 Revotron XZA,2018,14000,Petrol,Automatic,6.49,Bangalore
['Ciaz'],['Maruti'],1.4 Delta,2017,44771,Petrol,Manual,7.5,Bangalore
['City'],['Honda'],i VTEC SV,2016,26663,Petrol,Manual,8.5,Bangalore
['Jazz'],['Honda'],VX CVT,2019,23098,Petrol,Automatic,8.75,Bangalore
"['Swift', 'Dzire']",['Maruti'],VXi AT,2012,68000,Petrol,Automatic,3.75,Bangalore
"['Figo', 'Aspire']",['Ford'],Trend Plus,2019,10000,Petrol,Manual,6.45,Bangalore
['Figo'],['Ford'],1.5P Titanium AT,2016,47000,Petrol,Automatic,4.9,Bangalore
"['Grand', 'i10']",['Hyundai'],Sportz,2015,51000,Petrol,Manual,4.55,Bangalore
['Verna'],['Hyundai'],1.6 SX VTVT,2013,32000,Petrol,Manual,4.8,Bangalore
['Accord'],['Honda'],2.4 AT,2010,130000,Petrol,Automatic,4.85,Bangalore
['Nexon'],['Tata'],1.2 Revotron XZA Plus,2019,6000,Petrol,Automatic,9.94,Bangalore
['Sonet'],['Kia'],GTX Plus Turbo DCT,2021,5000,Petrol,Automatic,14.35,Bangalore
['i20'],['Hyundai'],1.4 CRDi Magna,2011,71548,Diesel,Manual,3.65,Bangalore
"['Grand', 'i10']",['Hyundai'],Magna 1.2,2012,35695,Petrol,Manual,3.25,Bangalore
['Pajero'],['Mitsubishi'],Select Plus 4X4 MT,2013,62545,Diesel,Manual,20,Bangalore
['Amaze'],['Honda'],VX CVT Petrol,2020,17500,Petrol,Automatic,9.6,Bangalore
['Innova'],['Toyota'],2.5 ZX Diesel 7 Seater,2016,58965,Diesel,Manual,19.5,Bangalore
"['Wagon', 'R']",['Maruti'],VXI,2009,54658,Petrol,Manual,2.4,Bangalore
['Polo'],['Volkswagen'],GT TDI,2015,52000,Diesel,Manual,6.05,Bangalore
['CR-V'],['Honda'],2.4 MT,2007,89500,Petrol,Manual,5.05,Bangalore
['Baleno'],['Maruti'],1.2 Alpha,2018,16676,Petrol,Manual,7.5,Bangalore
['Polo'],['Volkswagen'],1.5 TDI Highline Plus,2015,55671,Diesel,Manual,6.25,Bangalore
"['A', 'Class']",['Mercedes-Benz'],A180 Sport,2014,50820,Petrol,Automatic,15.75,Bangalore
"['Innova', 'Crysta']",['Toyota'],2.8 ZX AT BSIV,2018,78000,Diesel,Automatic,21.75,Bangalore
['City'],['Honda'],i-VTEC V,2018,82000,Petrol,Manual,7.95,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX,2017,51000,Diesel,Manual,12.95,Bangalore
"['Wagon', 'R']",['Maruti'],LXI BSII,2008,41000,Petrol,Manual,2.45,Bangalore
"['Swift', 'Dzire']",['Maruti'],VDi,2011,97000,Diesel,Manual,4.35,Bangalore
['Innova'],['Toyota'],2.5 G (Diesel) 7 Seater,2014,119156,Diesel,Manual,11.98,Bangalore
['Figo'],['Ford'],Diesel Celebration Edition,2013,87000,Diesel,Manual,4.2,Bangalore
['i10'],['Hyundai'],Sportz 1.1L,2016,24000,Petrol,Manual,5.2,Bangalore
['XUV500'],['Mahindra'],AT W10 FWD,2017,44000,Diesel,Automatic,15.48,Bangalore
['i20'],['Hyundai'],Petrol Asta Option,2018,32000,Petrol,Manual,8.4,Bangalore
['Swift'],['Maruti'],Lxi BSIII,2009,69000,Petrol,Manual,3.23,Bangalore
['i20'],['Hyundai'],Diesel Asta,2018,36833,Diesel,Manual,8.6,Bangalore
['Creta'],['Hyundai'],1.6 CRDi SX,2016,36000,Diesel,Manual,12.73,Bangalore
['Getz'],['Hyundai'],1.5 CRDi GVS,2009,76000,Diesel,Manual,2.98,Bangalore
